TASK_ID,fraction_positive_train,fraction_positive_test,fraction_positive_test_std,fraction_positive_train_std,16_train
CHEMBL3116998,0.5625,0.5384615384615384,0.0,0.0,0.858+/-0.048
CHEMBL3117566,0.3125,0.3333333333333333,0.0,0.0,0.9+/-0.211
CHEMBL3122259,0.875,0.8829787234042554,0.0,0.0,0.949+/-0.027
CHEMBL3122511,0.3125,0.5,0.0,0.0,1.0+/-0.0
CHEMBL3122629,0.8125,0.7894736842105263,0.0,0.0,0.978+/-0.01
CHEMBL3122917,0.0625,0.1666666666666666,0.0,0.0,0.567+/-0.238
CHEMBL3123238,0.8125,0.8181818181818181,0.0,0.0,0.972+/-0.02
CHEMBL3123239,0.8125,0.8,0.0,0.0,0.869+/-0.085
CHEMBL3123721,0.3125,0.3333333333333333,0.0,0.0,0.71+/-0.213
CHEMBL3124021,0.125,0.1818181818181818,0.0,0.0,0.407+/-0.207
CHEMBL3124293,0.9375,0.888888888888889,0.0,0.0,0.905+/-0.058
CHEMBL3124294,0.6875,0.8,0.0,0.0,0.969+/-0.038
CHEMBL3128634,0.9375,0.9375,0.0,0.0,0.99+/-0.003
CHEMBL3128794,0.25,0.5,0.0,0.0,0.75+/-0.264
CHEMBL3128963,0.75,0.75,0.0,0.0,0.936+/-0.079
CHEMBL3129137,0.5625,0.5357142857142857,0.0,0.0,0.79+/-0.105
CHEMBL3129213,0.3125,0.3333333333333333,0.0,0.0,0.817+/-0.183
CHEMBL3129215,0.25,0.2619047619047619,0.0,0.0,0.748+/-0.083
CHEMBL3135563,0.75,0.75,0.0,0.0,0.9+/-0.119
CHEMBL3135839,0.4375,0.4,0.0,0.0,0.95+/-0.081
CHEMBL3227331,0.125,0.1818181818181818,0.0,0.0,0.629+/-0.141
CHEMBL3239483,0.1875,0.1111111111111111,0.0,0.0,0.352+/-0.137
CHEMBL3240111,0.625,0.75,0.0,0.0,0.956+/-0.066
CHEMBL3241207,0.875,0.8571428571428571,0.0,0.0,0.979+/-0.028
CHEMBL3243833,0.75,0.6666666666666666,0.0,0.0,0.914+/-0.062
CHEMBL3266569,0.75,0.75,0.0,0.0,0.992+/-0.026
CHEMBL3271615,0.75,0.8333333333333334,0.0,0.0,0.95+/-0.055
CHEMBL3282587,0.6875,0.7142857142857143,0.0,0.0,0.938+/-0.08
CHEMBL3282588,0.3125,0.25,0.0,0.0,0.75+/-0.326
CHEMBL3282590,0.375,0.4,0.0,0.0,0.797+/-0.125
CHEMBL3282591,0.5,0.5555555555555556,0.0,0.0,0.862+/-0.055
CHEMBL3291715,0.3125,0.2857142857142857,0.0,0.0,0.876+/-0.169
CHEMBL3291716,0.3125,0.2857142857142857,0.0,0.0,0.87+/-0.17
CHEMBL3292842,0.9375,0.975,0.0,0.0,0.998+/-0.001
CHEMBL3292845,0.5,0.4736842105263157,0.0,0.0,0.834+/-0.094
CHEMBL3292846,0.4375,0.4444444444444445,0.0,0.0,0.833+/-0.094
CHEMBL3292952,0.75,0.7777777777777778,0.0,0.0,0.891+/-0.08
CHEMBL3293254,0.8125,0.7142857142857143,0.0,0.0,0.961+/-0.059
CHEMBL3295320,0.125,0.1578947368421052,0.0,0.0,0.491+/-0.18
CHEMBL3295321,0.125,0.1538461538461538,0.0,0.0,0.582+/-0.228
CHEMBL3295869,0.25,0.2142857142857142,0.0,0.0,0.796+/-0.157
CHEMBL3295870,0.25,0.2,0.0,0.0,0.732+/-0.107
CHEMBL3366183,0.625,0.625,0.0,0.0,0.699+/-0.071
CHEMBL3367829,0.0625,0.0384615384615384,0.0,0.0,0.733+/-0.285
CHEMBL3368544,0.3125,0.3333333333333333,0.0,0.0,0.7+/-0.159
CHEMBL3369821,0.9375,0.8823529411764707,0.0,0.0,0.928+/-0.022
CHEMBL3373177,0.5,0.6666666666666666,0.0,0.0,0.925+/-0.139
CHEMBL3373532,0.9375,0.9285714285714286,0.0,0.0,1.0+/-0.0
CHEMBL3375068,0.75,0.8,0.0,0.0,1.0+/-0.0
CHEMBL3380429,0.0625,0.074074074074074,0.0,0.0,0.412+/-0.227
CHEMBL3381607,0.8125,0.8,0.0,0.0,0.918+/-0.044
CHEMBL3383460,0.8125,0.8333333333333334,0.0,0.0,0.934+/-0.054
CHEMBL3384577,0.75,0.7692307692307693,0.0,0.0,0.973+/-0.023
CHEMBL3384578,0.8125,0.8666666666666668,0.0,0.0,0.969+/-0.027
CHEMBL3385546,0.125,0.1111111111111111,0.0,0.0,0.107+/-0.023
CHEMBL3387003,0.6875,0.6666666666666666,0.0,0.0,0.687+/-0.054
CHEMBL3388462,0.5625,0.5217391304347826,0.0,0.0,0.528+/-0.059
CHEMBL3389542,0.8125,0.8333333333333334,0.0,0.0,0.978+/-0.035
CHEMBL3389955,0.0625,0.1428571428571428,0.0,0.0,0.257+/-0.072
CHEMBL3390310,0.4375,0.4,0.0,0.0,0.867+/-0.168
CHEMBL3395635,0.5625,0.5357142857142857,0.0,0.0,0.665+/-0.07
CHEMBL3396060,0.8125,0.8076923076923077,0.0,0.0,0.852+/-0.04
CHEMBL3405593,0.75,0.7692307692307693,0.0,0.0,0.882+/-0.085
CHEMBL3411572,0.9,0.9125,0.0322748612183951,0.0322748612183951,0.95+/-0.066
CHEMBL3412552,0.1875,0.2857142857142857,0.0,0.0,0.275+/-0.055
CHEMBL3413799,0.9375,0.96,0.0,0.0,0.989+/-0.003
CHEMBL3413997,0.3125,0.3333333333333333,0.0,0.0,0.733+/-0.217
CHEMBL3418331,0.5,0.6,0.0,0.0,1.0+/-0.0
CHEMBL3418701,0.75,0.7692307692307693,0.0,0.0,0.947+/-0.017
CHEMBL3418917,0.375,0.5,0.0,0.0,0.875+/-0.189
CHEMBL3429681,0.4375,0.4,0.0,0.0,0.6+/-0.117
CHEMBL3578893,0.75,0.6666666666666666,0.0,0.0,0.917+/-0.176
CHEMBL3583198,0.125,0.1818181818181818,0.0,0.0,0.291+/-0.136
CHEMBL3588714,0.6875,0.6,0.0,0.0,0.904+/-0.095
CHEMBL3588716,0.625,0.6666666666666666,0.0,0.0,0.845+/-0.074
CHEMBL3592342,0.125,0.1176470588235294,0.0,0.0,0.424+/-0.194
CHEMBL3595591,0.25,0.2857142857142857,0.0,0.0,0.925+/-0.139
CHEMBL3599625,0.625,0.5,0.0,0.0,0.892+/-0.118
CHEMBL3611931,0.375,0.375,0.0,0.0,0.887+/-0.078
CHEMBL3625422,0.125,0.16,0.0,0.0,0.237+/-0.066
CHEMBL3627034,0.9375,0.8333333333333334,0.0,0.0,0.942+/-0.026
CHEMBL3627570,0.9375,0.8571428571428571,0.0,0.0,0.796+/-0.057
CHEMBL3636663,0.3125,0.2777777777777778,0.0,0.0,0.666+/-0.195
CHEMBL3637832,0.0625,0.0294117647058822,0.0,0.0,0.95+/-0.158
CHEMBL3755875,0.9375,0.9583333333333334,0.0,0.0,0.986+/-0.007
CHEMBL3761618,0.8125,0.8181818181818181,0.0,0.0,0.954+/-0.031
CHEMBL3767404,0.875,0.9,0.0,0.0,0.985+/-0.016
CHEMBL3768642,0.625,0.5,0.0,0.0,0.867+/-0.185
CHEMBL3773195,0.875,0.8387096774193548,0.0,0.0,0.861+/-0.052
CHEMBL3778340,0.75,0.7368421052631579,0.0,0.0,0.891+/-0.05
CHEMBL3782449,0.5,0.5,0.0,0.0,0.72+/-0.113
CHEMBL3782490,0.375,0.4210526315789472,0.0,0.0,0.668+/-0.102
CHEMBL3792254,0.875,0.8,0.0,0.0,0.919+/-0.066
CHEMBL3794901,0.125,0.0666666666666666,0.0,0.0,0.47+/-0.215
CHEMBL3794968,0.25,0.2352941176470588,0.0,0.0,0.537+/-0.145
CHEMBL3795205,0.3125,0.3,0.0,0.0,0.742+/-0.191
CHEMBL3796292,0.1875,0.1111111111111111,0.0,0.0,0.529+/-0.355
CHEMBL3807629,0.25,0.25,0.0,0.0,0.515+/-0.227
CHEMBL3811059,0.375,0.4,0.0,0.0,0.933+/-0.086
CHEMBL3813389,0.625,0.5,0.0,0.0,0.95+/-0.158
CHEMBL3815782,0.5625,0.5,0.0,0.0,0.8+/-0.258
CHEMBL3994798,0.0625,0.0833333333333333,0.0,0.0,1.0+/-0.0
CHEMBL3999675,0.3125,0.3571428571428571,0.0,0.0,0.668+/-0.161
CHEMBL3999676,0.25,0.2142857142857142,0.0,0.0,0.547+/-0.189
CHEMBL3999677,0.625,0.625,0.0,0.0,0.791+/-0.082
CHEMBL3999678,0.4625,0.475,0.0322748612183951,0.0322748612183951,0.637+/-0.093
CHEMBL4002824,0.875,0.9090909090909092,0.0,0.0,0.871+/-0.05
CHEMBL4002825,0.6875,0.7272727272727273,0.0,0.0,0.813+/-0.093
CHEMBL4002826,0.6875,0.7,0.0,0.0,0.799+/-0.099
CHEMBL4002828,0.875,0.8181818181818181,0.0,0.0,0.986+/-0.012
CHEMBL4002829,0.625,0.6363636363636364,0.0,0.0,0.793+/-0.127
CHEMBL4003204,0.4,0.4125,0.0322748612183951,0.0322748612183951,0.966+/-0.049
CHEMBL4006616,0.8125,0.7142857142857143,0.0,0.0,0.904+/-0.093
CHEMBL4008247,0.4375,0.5,0.0,0.0,0.85+/-0.242
CHEMBL4008248,0.625,0.6,0.0,0.0,0.827+/-0.14
CHEMBL4010364,0.125,0.125,0.0,0.0,1.0+/-0.0
CHEMBL4010365,0.125,0.2,0.0,0.0,0.69+/-0.401
CHEMBL4012795,0.1875,0.2857142857142857,0.0,0.0,0.79+/-0.126
CHEMBL4012796,0.5,0.5,0.0,0.0,0.673+/-0.078
CHEMBL4012802,0.5625,0.5454545454545454,0.0,0.0,0.635+/-0.064
CHEMBL4013953,0.9375,0.9,0.0,0.0,0.99+/-0.009
CHEMBL4014622,0.5625,0.6666666666666666,0.0,0.0,0.817+/-0.141
CHEMBL4018204,0.5625,0.6,0.0,0.0,0.766+/-0.111
CHEMBL4019380,0.375,0.4,0.0,0.0,0.942+/-0.136
CHEMBL4019381,0.3125,0.4,0.0,0.0,0.942+/-0.097
CHEMBL4028610,0.4375,0.4583333333333333,0.0,0.0,0.649+/-0.1
CHEMBL4028611,0.3125,0.3103448275862069,0.0,0.0,0.562+/-0.102
CHEMBL4028622,0.875,0.8717948717948719,0.0,0.0,0.911+/-0.019
CHEMBL4039490,0.9375,0.9333333333333332,0.0,0.0,0.909+/-0.025
CHEMBL4039492,0.5625,0.5333333333333333,0.0,0.0,0.676+/-0.11
CHEMBL4039493,0.25,0.3076923076923077,0.0,0.0,0.655+/-0.166
CHEMBL4043720,0.375,0.3548387096774194,0.0,0.0,0.726+/-0.066
CHEMBL4052384,0.9375,0.9393939393939394,0.0,0.0,0.957+/-0.034
CHEMBL4054609,0.5,0.5,0.0,0.0,0.673+/-0.158
CHEMBL4054625,0.1875,0.2,0.0,0.0,0.452+/-0.144
CHEMBL4134181,0.3125,0.3529411764705882,0.0,0.0,0.562+/-0.12
CHEMBL4134874,0.0625,0.1,0.0,0.0,0.562+/-0.32
CHEMBL4136409,0.25,0.3333333333333333,0.0,0.0,0.783+/-0.284
CHEMBL4145237,0.4375,0.4583333333333333,0.0,0.0,0.56+/-0.096
CHEMBL4145238,0.375,0.3888888888888889,0.0,0.0,0.49+/-0.059
CHEMBL4179593,0.0625,0.1,0.0,0.0,0.266+/-0.08
CHEMBL4184680,0.75,0.6666666666666666,0.0,0.0,0.933+/-0.086
CHEMBL4187321,0.8125,0.75,0.0,0.0,0.858+/-0.118
CHEMBL4194126,0.9375,0.9545454545454548,0.0,0.0,0.998+/-0.003
CHEMBL4194391,0.6875,0.75,0.0,0.0,0.911+/-0.053
CHEMBL4194448,0.4375,0.4545454545454545,0.0,0.0,0.561+/-0.098
CHEMBL4195632,0.75,0.7708333333333334,0.0,0.0,0.855+/-0.022
CHEMBL4199669,0.625,0.6666666666666666,0.0,0.0,0.91+/-0.073
CHEMBL4199670,0.625,0.6666666666666666,0.0,0.0,0.947+/-0.101
CHEMBL4200978,0.75,0.7333333333333333,0.0,0.0,0.871+/-0.043
CHEMBL4222644,0.8125,0.8571428571428571,0.0,0.0,0.924+/-0.09
CHEMBL4222646,0.75,0.6666666666666666,0.0,0.0,0.917+/-0.089
CHEMBL4222650,0.6875,0.8,0.0,0.0,0.99+/-0.021
CHEMBL4222852,0.6875,0.7142857142857143,0.0,0.0,0.96+/-0.035
CHEMBL4252975,0.125,0.1428571428571428,0.0,0.0,0.883+/-0.249
CHEMBL4253251,0.0625,0.0526315789473684,0.0,0.0,0.061+/-0.003
CHEMBL4254928,0.25,0.2,0.0,0.0,0.293+/-0.094
CHEMBL4255037,0.5,0.5,0.0,0.0,1.0+/-0.0
CHEMBL4260686,0.375,0.3333333333333333,0.0,0.0,0.347+/-0.065
CHEMBL4264727,0.5625,0.5,0.0,0.0,0.658+/-0.127
CHEMBL4269007,0.6875,0.6666666666666666,0.0,0.0,0.811+/-0.068
CHEMBL4270093,0.5625,0.5714285714285714,0.0,0.0,0.976+/-0.041
CHEMBL4270097,0.5,0.6,0.0,0.0,0.878+/-0.142
CHEMBL4273395,0.0625,0.0588235294117647,0.0,0.0,1.0+/-0.0
CHEMBL4276505,0.125,0.1818181818181818,0.0,0.0,0.596+/-0.339
CHEMBL4276506,0.5625,0.5833333333333334,0.0,0.0,0.747+/-0.079
CHEMBL4276507,0.125,0.1666666666666666,0.0,0.0,0.48+/-0.2
CHEMBL4276508,0.3125,0.2727272727272727,0.0,0.0,0.595+/-0.135
CHEMBL4315144,0.625,0.5,0.0,0.0,0.95+/-0.158
CHEMBL4316462,0.625,0.6,0.0,0.0,0.863+/-0.061
CHEMBL4316463,0.8125,0.7647058823529411,0.0,0.0,0.902+/-0.096
CHEMBL4328769,0.875,0.8666666666666668,0.0,0.0,0.91+/-0.04
CHEMBL4328847,0.25,0.3076923076923077,0.0,0.0,0.658+/-0.125
CHEMBL4328848,0.25,0.25,0.0,0.0,0.672+/-0.164
CHEMBL4330230,0.5625,0.6666666666666666,0.0,0.0,0.92+/-0.094
CHEMBL4335367,0.4375,0.4736842105263157,0.0,0.0,0.654+/-0.136
CHEMBL4339813,0.875,0.8648648648648649,0.0,0.0,0.886+/-0.026
CHEMBL4345984,0.3125,0.35,0.0,0.0,0.823+/-0.101
CHEMBL4352819,0.5625,0.6666666666666666,0.0,0.0,0.717+/-0.107
CHEMBL4362909,0.75,0.7727272727272727,0.0,0.0,0.931+/-0.04
CHEMBL4363567,0.125,0.1428571428571428,0.0,0.0,0.651+/-0.201
CHEMBL4364954,0.625,0.6,0.0,0.0,0.969+/-0.02
CHEMBL4370013,0.875,0.8571428571428571,0.0,0.0,1.0+/-0.0
CHEMBL4370081,0.8125,0.7894736842105263,0.0,0.0,0.818+/-0.108
CHEMBL4370845,0.8125,0.7142857142857143,0.0,0.0,0.781+/-0.114
CHEMBL4370846,0.6875,0.75,0.0,0.0,0.896+/-0.053
CHEMBL4372505,0.75,0.7407407407407407,0.0,0.0,0.877+/-0.075
CHEMBL4372506,0.4375,0.4761904761904761,0.0,0.0,0.741+/-0.086
CHEMBL4372507,0.8125,0.7857142857142857,0.0,0.0,0.776+/-0.046
CHEMBL4374264,0.9375,0.9,0.0,0.0,0.942+/-0.045
CHEMBL4381377,0.9375,0.875,0.0,0.0,1.0+/-0.0
CHEMBL4388278,0.1875,0.1794871794871795,0.0,0.0,0.545+/-0.139
CHEMBL4396797,0.625,0.75,0.0,0.0,0.928+/-0.075
CHEMBL4399377,0.5,0.3333333333333333,0.0,0.0,0.85+/-0.242
CHEMBL4400278,0.75,0.7142857142857143,0.0,0.0,0.889+/-0.049
CHEMBL4404352,0.4375,0.409090909090909,0.0,0.0,0.603+/-0.134
CHEMBL4404536,0.4375,0.44,0.0,0.0,0.693+/-0.101
CHEMBL4404616,0.75,0.7272727272727273,0.0,0.0,0.929+/-0.063
CHEMBL4413180,0.25,0.2222222222222222,0.0,0.0,0.341+/-0.082
CHEMBL4415073,0.9375,0.9285714285714286,0.0,0.0,0.923+/-0.058
CHEMBL4415074,0.875,0.875,0.0,0.0,0.844+/-0.046
CHEMBL4415075,0.0625,0.1,0.0,0.0,0.487+/-0.292
CHEMBL4432094,0.25,0.2068965517241379,0.0,0.0,0.361+/-0.118
CHEMBL4432407,0.5,0.4666666666666667,0.0,0.0,0.903+/-0.041
CHEMBL4434379,0.625,0.5,0.0,0.0,0.8+/-0.258
CHEMBL4479167,0.875,0.8333333333333334,0.0,0.0,0.829+/-0.136
CHEMBL4480545,0.1875,0.1818181818181818,0.0,0.0,0.77+/-0.134
CHEMBL4481394,0.9375,0.8979591836734693,0.0,0.0,0.892+/-0.02
CHEMBL4602774,0.75,0.7916666666666666,0.0,0.0,0.945+/-0.034
CHEMBL4606620,0.75,0.7741935483870968,0.0,0.0,0.93+/-0.034
CHEMBL4615220,0.625,0.6521739130434783,0.0,0.0,0.845+/-0.057
CHEMBL4618924,0.8125,0.7777777777777778,0.0,0.0,0.971+/-0.022
CHEMBL4622140,0.75,0.7,0.0,0.0,0.968+/-0.034
CHEMBL4623366,0.9375,0.9047619047619048,0.0,0.0,0.865+/-0.056
CHEMBL4623367,0.6875,0.7272727272727273,0.0,0.0,0.818+/-0.04
CHEMBL4649973,0.125,0.1111111111111111,0.0,0.0,0.122+/-0.018
CHEMBL4670175,0.625,0.5714285714285714,0.0,0.0,0.828+/-0.168
CHEMBL4670179,0.875,0.875,0.0,0.0,0.85+/-0.06
CHEMBL4670542,0.6875,0.7333333333333333,0.0,0.0,0.945+/-0.016
CHEMBL4670543,0.3125,0.2857142857142857,0.0,0.0,0.553+/-0.12
CHEMBL4682690,0.875,0.8333333333333334,0.0,0.0,0.99+/-0.016
CHEMBL4682691,0.25,0.3333333333333333,0.0,0.0,0.683+/-0.277
CHEMBL4682692,0.25,0.5,0.0,0.0,0.85+/-0.242
CHEMBL4682693,0.4375,0.5,0.0,0.0,0.883+/-0.081
CHEMBL4689167,0.75,0.8,0.0,0.0,0.974+/-0.038
CHEMBL4700293,0.125,0.25,0.0,0.0,0.433+/-0.232
CHEMBL4704510,0.3125,0.3157894736842105,0.0,0.0,0.499+/-0.076
CHEMBL4709388,0.5,0.5,0.0,0.0,0.913+/-0.058
CHEMBL4710312,0.6875,0.75,0.0,0.0,0.836+/-0.122
CHEMBL4710313,0.5,0.5,0.0,0.0,0.595+/-0.108
CHEMBL4717401,0.125,0.2,0.0,0.0,0.302+/-0.13
CHEMBL4719106,0.0625,0.0666666666666666,0.0,0.0,0.65+/-0.242
CHEMBL4721621,0.8125,0.8,0.0,0.0,0.924+/-0.045
CHEMBL4722366,0.0625,0.0555555555555554,0.0,0.0,0.07+/-0.006
CHEMBL4726305,0.375,0.3823529411764705,0.0,0.0,0.699+/-0.109
CHEMBL4739111,0.6875,0.6,0.0,0.0,0.931+/-0.136
CHEMBL4767523,0.75,0.7058823529411765,0.0,0.0,0.843+/-0.063
CHEMBL4767525,0.5625,0.5384615384615384,0.0,0.0,0.615+/-0.101
CHEMBL4767526,0.1875,0.1111111111111111,0.0,0.0,0.54+/-0.398
CHEMBL4767527,0.5,0.5555555555555556,0.0,0.0,0.887+/-0.116
CHEMBL4767529,0.6875,0.7142857142857143,0.0,0.0,0.853+/-0.095
CHEMBL4767744,0.4375,0.4545454545454545,0.0,0.0,0.831+/-0.112
CHEMBL4768319,0.125,0.0909090909090909,0.0,0.0,0.594+/-0.429
CHEMBL4768320,0.625,0.6666666666666666,0.0,0.0,0.912+/-0.04
CHEMBL4768747,0.5,0.5217391304347826,0.0,0.0,0.664+/-0.09
CHEMBL4768748,0.1875,0.2093023255813953,0.0,0.0,0.504+/-0.108
CHEMBL4770527,0.8125,0.8,0.0,0.0,0.901+/-0.037
CHEMBL4775018,0.8125,0.8461538461538461,0.0,0.0,0.9+/-0.084
CHEMBL4813293,0.8125,0.75,0.0,0.0,0.95+/-0.043
CHEMBL4813296,0.8125,0.6666666666666666,0.0,0.0,0.925+/-0.139
CHEMBL4813308,0.5625,0.5,0.0,0.0,0.65+/-0.218
CHEMBL4813309,0.5,0.6,0.0,0.0,0.777+/-0.192
CHEMBL4822897,0.9375,0.8333333333333334,0.0,0.0,0.824+/-0.098
CHEMBL4822898,0.9375,0.8333333333333334,0.0,0.0,0.824+/-0.098
CHEMBL4822899,0.8125,0.8333333333333334,0.0,0.0,0.903+/-0.07
CHEMBL4822901,0.75,0.8333333333333334,0.0,0.0,0.928+/-0.117
CHEMBL4823991,0.8125,0.75,0.0,0.0,0.891+/-0.054
CHEMBL4825887,0.6875,0.8,0.0,0.0,0.979+/-0.038
CHEMBL4826198,0.875,0.8,0.0,0.0,0.94+/-0.05
CHEMBL4827058,0.3125,0.5,0.0,0.0,0.8+/-0.258
CHEMBL4827091,0.1875,0.3333333333333333,0.0,0.0,0.85+/-0.242
CHEMBL4827555,0.8125,0.8,0.0,0.0,0.864+/-0.09
CHEMBL4829044,0.25,0.3333333333333333,0.0,0.0,0.567+/-0.306
CHEMBL4832821,0.8125,0.7142857142857143,0.0,0.0,0.781+/-0.099
CHEMBL4833208,0.75,0.5,0.0,0.0,0.95+/-0.158
CHEMBL4835597,0.1875,0.2,0.0,0.0,0.294+/-0.083
CHEMBL4841939,0.9375,0.9705882352941176,0.0,0.0,0.995+/-0.001
CHEMBL5032825,0.5,0.5217391304347826,0.0,0.0,0.763+/-0.069
CHEMBL5032826,0.625,0.6666666666666666,0.0,0.0,0.748+/-0.064
CHEMBL5032827,0.625,0.6428571428571429,0.0,0.0,0.85+/-0.05
CHEMBL5033387,0.875,0.8333333333333334,0.0,0.0,0.903+/-0.134
CHEMBL5033388,0.8125,0.888888888888889,0.0,0.0,0.842+/-0.101
CHEMBL5033390,0.8125,0.7142857142857143,0.0,0.0,0.67+/-0.07
CHEMBL5034816,0.375,0.3333333333333333,0.0,0.0,0.696+/-0.081
CHEMBL5035523,0.375,0.4444444444444445,0.0,0.0,0.941+/-0.086
CHEMBL5035526,0.5625,0.5,0.0,0.0,0.668+/-0.136
CHEMBL5037877,0.9375,0.9090909090909092,0.0,0.0,0.856+/-0.063
CHEMBL5037880,0.5625,0.5263157894736842,0.0,0.0,0.652+/-0.066
CHEMBL5037881,0.9375,0.9090909090909092,0.0,0.0,0.859+/-0.064
CHEMBL5037882,0.75,0.7272727272727273,0.0,0.0,0.82+/-0.075
CHEMBL5037883,0.375,0.3529411764705882,0.0,0.0,0.563+/-0.078
CHEMBL5037884,0.9375,0.9090909090909092,0.0,0.0,0.864+/-0.035
CHEMBL5037889,0.375,0.3529411764705882,0.0,0.0,0.631+/-0.149
CHEMBL5037906,0.1875,0.1739130434782608,0.0,0.0,0.512+/-0.174
CHEMBL5037908,0.125,0.0714285714285714,0.0,0.0,0.123+/-0.037
CHEMBL5039231,0.9375,0.875,0.0,0.0,1.0+/-0.0
CHEMBL5041682,0.8125,0.7857142857142857,0.0,0.0,0.975+/-0.012
CHEMBL5041823,0.6875,0.5,0.0,0.0,0.95+/-0.158
CHEMBL5043599,0.5,0.5294117647058824,0.0,0.0,0.773+/-0.068
CHEMBL5044979,0.875,0.9285714285714286,0.0,0.0,0.908+/-0.07
CHEMBL5044981,0.9375,0.9285714285714286,0.0,0.0,0.829+/-0.004
CHEMBL5044982,0.625,0.6,0.0,0.0,0.727+/-0.161
CHEMBL5047269,0.5,0.4666666666666667,0.0,0.0,0.894+/-0.051
CHEMBL5107399,0.0625,0.032258064516129,0.0,0.0,0.074+/-0.021
CHEMBL5107404,0.125,0.1363636363636363,0.0,0.0,0.348+/-0.14
CHEMBL5107405,0.125,0.0851063829787234,0.0,0.0,0.377+/-0.148
CHEMBL5107409,0.125,0.0833333333333333,0.0,0.0,0.314+/-0.172
CHEMBL5107521,0.0625,0.1428571428571428,0.0,0.0,0.9+/-0.211
CHEMBL5113001,0.375,0.3714285714285714,0.0,0.0,0.779+/-0.1
CHEMBL5114072,0.3125,0.3333333333333333,0.0,0.0,0.605+/-0.124
CHEMBL5117631,0.3125,0.3513513513513513,0.0,0.0,0.848+/-0.049
CHEMBL5117635,0.25,0.2058823529411764,0.0,0.0,0.911+/-0.055
CHEMBL5117636,0.1875,0.21875,0.0,0.0,0.984+/-0.03
CHEMBL5117637,0.25,0.2608695652173913,0.0,0.0,0.975+/-0.041
CHEMBL5117639,0.25,0.21875,0.0,0.0,0.904+/-0.068
CHEMBL5117641,0.3125,0.5,0.0,0.0,1.0+/-0.0
CHEMBL5126487,0.6875,0.75,0.0,0.0,0.872+/-0.11
CHEMBL5129301,0.5,0.4615384615384615,0.0,0.0,0.573+/-0.077
CHEMBL5134088,0.375,0.4193548387096774,0.0,0.0,0.637+/-0.104
CHEMBL5134495,0.8125,0.8333333333333334,0.0,0.0,0.802+/-0.086
CHEMBL5140361,0.6875,0.6923076923076923,0.0,0.0,0.838+/-0.1
CHEMBL5140364,0.125,0.1111111111111111,0.0,0.0,0.545+/-0.166
CHEMBL5140365,0.125,0.125,0.0,0.0,0.6+/-0.211
CHEMBL5140366,0.125,0.1538461538461538,0.0,0.0,0.468+/-0.16
CHEMBL5140368,0.5,0.52,0.0,0.0,0.784+/-0.068
CHEMBL5140687,0.8125,0.8125,0.0,0.0,0.857+/-0.061
CHEMBL5142775,0.25,0.2439024390243901,0.0,0.0,0.304+/-0.082
CHEMBL5144830,0.75,0.5,0.0,0.0,0.9+/-0.211
CHEMBL5146636,0.875,0.8571428571428571,0.0,0.0,0.805+/-0.068
CHEMBL5159760,0.625,0.6,0.0,0.0,0.759+/-0.112
CHEMBL5161545,0.0625,0.0625,0.0,0.0,0.064+/-0.003
CHEMBL5217494,0.75,0.7096774193548387,0.0,0.0,0.833+/-0.079
CHEMBL653610,0.875,0.8636363636363636,0.0,0.0,0.946+/-0.039
CHEMBL653896,0.1875,0.2241379310344827,0.0,0.0,0.413+/-0.078
CHEMBL655136,0.125,0.0851063829787234,0.0,0.0,0.35+/-0.12
CHEMBL655544,0.375,0.4444444444444445,0.0,0.0,0.876+/-0.115
CHEMBL656288,0.375,0.4285714285714285,0.0,0.0,0.754+/-0.11
CHEMBL656768,0.375,0.4,0.0,0.0,0.887+/-0.126
CHEMBL656774,0.125,0.125,0.0,0.0,0.95+/-0.158
CHEMBL657413,0.625,0.5,0.0,0.0,0.842+/-0.19
CHEMBL659221,0.375,0.3636363636363636,0.0,0.0,0.541+/-0.123
CHEMBL659279,0.4375,0.45,0.0,0.0,0.712+/-0.097
CHEMBL676536,0.6875,0.6666666666666666,0.0,0.0,0.925+/-0.139
CHEMBL676912,0.375,0.3333333333333333,0.0,0.0,0.933+/-0.211
CHEMBL684103,0.1875,0.3333333333333333,0.0,0.0,0.45+/-0.209
CHEMBL684710,0.0625,0.1666666666666666,0.0,0.0,0.383+/-0.105
CHEMBL689145,0.625,0.6363636363636364,0.0,0.0,0.951+/-0.07
CHEMBL691343,0.5,0.4615384615384615,0.0,0.0,0.508+/-0.072
CHEMBL695986,0.4375,0.4375,0.0,0.0,0.761+/-0.103
CHEMBL696950,0.3125,0.3,0.0,0.0,0.822+/-0.159
CHEMBL697276,0.875,0.8333333333333334,0.0,0.0,0.96+/-0.034
CHEMBL698789,0.25,0.2,0.0,0.0,0.9+/-0.211
CHEMBL705093,0.3125,0.4,0.0,0.0,0.622+/-0.197
CHEMBL706841,0.6875,0.75,0.0,0.0,0.985+/-0.022
CHEMBL706945,0.875,0.85,0.0,0.0,0.963+/-0.024
CHEMBL706947,0.5625,0.6,0.0,0.0,0.719+/-0.083
CHEMBL708386,0.1875,0.1666666666666666,0.0,0.0,1.0+/-0.0
CHEMBL708445,0.875,0.875,0.0,0.0,0.948+/-0.043
CHEMBL710084,0.25,0.25,0.0,0.0,0.592+/-0.295
CHEMBL710366,0.9375,0.888888888888889,0.0,0.0,0.992+/-0.007
